"company name","description","tags","url","size","funding"
"Funding Options ","Finance broker connecting businesses with funding","Fintech, •, B2B, •, Marketplace, •, Fundraising, •, Investing, ","https://app.otta.com//companies/Funding-Options","21-100","£12.4"
"Fundraise Up ","AI-assisted online fundraising platform for enterprise nonprofits","B2B, •, Artificial Intelligence, •, Fundraising, ","https://app.otta.com//companies/Fundraise-Up","21-100","£11.6"
"Fund Recs ","Cloud based reconciliation software for the global Funds Industry","B2B, •, Big data, •, Analytics, •, Cloud Computing, ","https://app.otta.com//companies/Fund-Recs","21-100","£4.5"
"Funnel ","Renter-centric leasing platform","Property, •, B2B, •, Renting, •, Real Estate, •, SaaS, ","https://app.otta.com//companies/Funnel","101-200","£61.7"
"Fuse Universal ","Bite sized learning platform for employees","B2B, •, Education, •, HR, •, Training, •, Learning, •, SaaS, ","https://app.otta.com//companies/Fuse-Universal","101-200","£24.6"
"Future ","Personalised training plans","B2C, •, Fitness, •, Mobile, •, Wellbeing, ","https://app.otta.com//companies/Future","101-200","£90.7"
"Future Finance ","Next Generation of Student Lending","B2C, •, Education, •, Lending, •, Financial Services, ","https://app.otta.com//companies/Future-Finance","21-100","£96.3"
"FutureFuel.io ","Working to crush student debt for America's 45m borrowers","Fintech, •, B2C, •, Personal finance, ","https://app.otta.com//companies/FutureFuel-io","21-100","£21.3"
"FutureOn ","PaaS digital technology firm supporting energy companies","B2B, •, Energy, •, Visualisation, •, SaaS, •, Virtual Reality, ","https://app.otta.com//companies/FutureOn-1","21-100","£3.8"
"Fuzey ","Customer engagement for local businesses","B2B, •, Marketing, •, Customer service, •, SaaS, ","https://app.otta.com//companies/Fuzey","1-20","£3.7"
"FXC Intelligence ","Specialist provider of global payments data","Fintech, •, B2B, •, Payments, •, Market research, •, Data Analysis, ","https://app.otta.com//companies/FXC-Intelligence","",""
"Fyllo ","Cloud-based regulatory and compliance platform ","Retail, •, B2B, •, Compliance, •, SaaS, •, Media, •, Cloud Computing, ","https://app.otta.com//companies/Fyllo","101-200","£78.8"
"G2 ","Business software and services reviews","B2B, •, Marketplace, •, Internal tools, •, Analytics, ","https://app.otta.com//companies/G2","1001+","£211.1"
"Gaia ","Making fertility care accessible to everyone","Healthcare, •, Femtech, •, Wellbeing, ","https://app.otta.com//companies/Gaia","1-20","£18.9"
"Gainful ","Personalised sports nutrition for every body","B2C, •, Lifestyle, •, Personal health, •, Fitness, ","https://app.otta.com//companies/Gainful","21-100","£6.3"
"GameChanger ","Scorekeeping and statistics application for sports teams","B2C, •, B2B, •, Entertainment, •, Mobile, •, Sports, ","https://app.otta.com//companies/GameChanger","101-200","£8.8"
"Gamma ","Inventing a new medium to replace the slide deck","B2B, •, Enterprise, •, Productivity, •, Design, •, Communication, •, SaaS, ","https://app.otta.com//companies/Gamma","1-20","£5.8"
"Garden ","Development automation platform for Kubernetes and cloud native applications","B2B, •, Enterprise, •, Internal tools, •, Productivity, •, Deep Tech, •, SaaS, •, DevOps, •, Cloud Computing, ","https://app.otta.com//companies/Garden","21-100","£15.8"
"Garrison ","Ultra-secure browsing, safeguarding against malware and data loss","B2B, •, Security, •, Enterprise, •, Cyber Security, ","https://app.otta.com//companies/Garrison","101-200","£36.2"
"GatherContent ","Content operations platform","B2B, •, Productivity, •, Marketing, •, Advertising, ","https://app.otta.com//companies/GatherContent","",""
"GDevelop ","No-code game creation platform","B2C, •, Gaming, •, No-Code, ","https://app.otta.com//companies/GDevelop","1-20","£1.1"
"Geckoboard ","Tool for building live metrics & collaboration dashboards","B2B, •, Internal tools, •, Productivity, ","https://app.otta.com//companies/Geckoboard","21-100","£2.8"
"GeeGee ","Hybrid sports and gaming company","B2C, •, Retail, •, Gaming, •, Entertainment, •, eSports, •, Sports, ","https://app.otta.com//companies/GeeGee","1-20","£0.3"
"Gelato ","Customized print products for global e-commerce sellers","B2B, •, Logistics, •, Printing, •, eCommerce, ","https://app.otta.com//companies/Gelato","201-500","£220.4"
"Gem ","Recruitment operating system","B2B, •, Recruitment, •, SaaS, ","https://app.otta.com//companies/Gem","201-500","£119.8"
"Gemini ","Cryptocurrency exchange platform","Fintech, •, B2C, •, Cryptocurrency, •, Marketplace, •, Investing, •, Trading, •, Blockchain, ","https://app.otta.com//companies/Gemini","",""
"Genei ","AI-powered answers for modern research problems","B2C, •, B2B, •, Artificial Intelligence, •, Market research, •, SaaS, ","https://app.otta.com//companies/Genei","1-20","£0.1"
"Generation Home ","A modern mortgage platform","Fintech, •, B2C, •, Personal finance, •, Mortgages, •, Lending, ","https://app.otta.com//companies/Generation-Home","21-100","£38.7"
"Genesis Global ","Low code platform for financial markets","B2B, •, Enterprise, •, Financial Services, •, SaaS, •, No-Code, •, eCommerce, ","https://app.otta.com//companies/Genesis-Global","201-500","£205.3"
"Genflow ","Help creators monetize their audiences","B2B, •, Marketing, •, Social Media, ","https://app.otta.com//companies/Genflow","101-200","£9.1"
"Genie ","AI-driven talent sourcing","B2B, •, Artificial Intelligence, •, Recruitment, •, HR, ","https://app.otta.com//companies/Genie-2","",""
"Genies ","Creating avatars","B2C, •, SaaS, •, Social Media, ","https://app.otta.com//companies/Genies","101-200","£209.3"
"Genomics ","Genomic-based tools for disease risk assessment","Healthcare, •, B2C, •, B2B, •, Science, ","https://app.otta.com//companies/Genomics","21-100","£69.9"
"Geoblink ","Location intelligence platform for businesses","Retail, •, B2B, •, Big data, •, Analytics, •, Market research, •, Internet of Things, •, Business Intelligence, •, SaaS, ","https://app.otta.com//companies/Geoblink-1","21-100","£6.1"
"Geomiq ","Digital manufacturing marketplace","B2B, •, Marketplace, •, Logistics, •, Manufacturing, •, Hardware, •, Supply Chain, ","https://app.otta.com//companies/Geomiq-1","21-100","£4.3"
"GeoWealth ","Wealth Management Technology","Fintech, •, B2B, •, Investing, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/GeoWealth","21-100","£15.6"
"GetAgent ","Estate agent comparison platform ","Property, •, Real Estate, •, Data Analysis, ","https://app.otta.com//companies/GetAgent","21-100","£2.6"
"GetGround ","Making asset investing more transparent and accessible","Fintech, •, Marketplace, •, Payments, •, Financial Services, ","https://app.otta.com//companies/GetGround","",""
"GetHenry ","E-bike rental service for last-mile delivery","B2C, •, B2B, •, Mobility, •, Electric Vehicles, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/GetHenry","21-100","£9.2"
"Getlabs ","At-home lab testing","Healthcare, •, B2C, •, Personal health, ","https://app.otta.com//companies/Getlabs","21-100","£18.9"
"GetSetUp ","Social learning platform to help older adults","B2C, •, Education, •, Learning, •, SaaS, •, Age-tech, •, Video, •, Community, ","https://app.otta.com//companies/GetSetUp","101-200","£16.4"
"GetYourGuide ","Travel experiences booking platform","B2C, •, Hospitality, •, Travel, •, Lifestyle, •, Marketplace, •, Flights, ","https://app.otta.com//companies/GetYourGuide","501-1000","£652.3"
"igl ","Video based hiring platform","B2B, •, Enterprise, •, Recruitment, •, SaaS, •, Mobile, •, Video, ","https://app.otta.com//companies/gigl","21-100","£1.3"
"Ginger ","On-demand mental health services","B2C, •, B2B, •, Mental health, •, Mobile, •, Wellbeing, ","https://app.otta.com//companies/Ginger","201-500","£174.8"
"Ginx TV ","International esports television channel","B2C, •, B2B, •, eSports, •, Telecommunications, ","https://app.otta.com//companies/Ginx-TV","21-100","£2.3"
"Github ","Code hosting service for software building","B2B, •, Internal tools, •, SaaS, •, DevOps, ","https://app.otta.com//companies/Github","1001+","£286.8"
"itti ","Sustainable beauty products","B2C, •, Sustainability, •, Consumer Goods, •, Beauty, •, eCommerce, ","https://app.otta.com//companies/gitti","21-100","£8.6"
"GivePanel ","Helping nonprofits understand and harness their Facebook Fundraiser data","B2B, •, Fundraising, •, SaaS, •, Charity, •, Data Analysis, •, Social Impact, ","https://app.otta.com//companies/GivePanel","",""
"Glean ","Note taking solution for learning & productivity","B2C, •, B2B, •, Education, •, Productivity, •, Learning, •, SaaS, ","https://app.otta.com//companies/Glean","",""
"Glia ","AI-based, customer service platform","B2B, •, Artificial Intelligence, •, Customer service, •, SaaS, ","https://app.otta.com//companies/Glia","201-500","£124.7"
"Glisser ","Platform for virtual and hybrid meetings","B2B, •, Communication, •, Networking, •, Events, •, SaaS, •, Video, ","https://app.otta.com//companies/Glisser","21-100","£4.9"
"Globacap ","Digital ecosystem for the fundraising lifecycle of a business","B2B, •, Fundraising, •, SaaS, ","https://app.otta.com//companies/Globacap","21-100","£13.7"
"GlobalData ","Business intelligence company","B2B, •, Enterprise, •, Analytics, •, Business Intelligence, ","https://app.otta.com//companies/GlobalData-1","",""
"Global Fashion Group ","Fashion and lifestyle retail","B2C, •, Retail, •, Lifestyle, •, Fashion, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Global-Fashion-Group","1001+","£440.9"
"Global Relay ","Compliance messaging and message management","B2B, •, Enterprise, •, Internal tools, •, Compliance, •, Communication, •, SaaS, ","https://app.otta.com//companies/Global-Relay","",""
"Glofox ","Fitness business management platform","B2B, •, Analytics, •, Fitness, •, SaaS, •, Product Management, ","https://app.otta.com//companies/Glofox","201-500","£17.1"
"Glorify ","Christian Daily Worship & Wellbeing app","B2C, •, Lifestyle, •, Mobile, •, Wellbeing, •, Community, ","https://app.otta.com//companies/Glorify","21-100","£69.4"
"Glue Home ","Digital smart lock system","B2C, •, Internet of Things, •, Mobile, •, Consumer Goods, ","https://app.otta.com//companies/Glue-Home","21-100","£9.8"
"Go1 ","Enterprise learning platform","B2B, •, Enterprise, •, Education, •, Training, •, Learning, •, SaaS, ","https://app.otta.com//companies/Go1","501-1000","£318.6"
"GOAT ","Marketplace for authentic streetwear","B2C, •, Marketplace, •, Fashion, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/GOAT","501-1000","£403.7"
"Gobble ","Weekly dinner kit delivery service","B2C, •, Food, •, Delivery, ","https://app.otta.com//companies/Gobble","21-100","£24.6"
"Go Car Insurance ","Instant access to customizable car insurance","B2C, •, Cars, •, Insurance, •, Mobile, ","https://app.otta.com//companies/Go-Car-Insurance","",""
"GoDaddy ","Platform for domains, websites, hosting, and online marketing tools","B2B, •, SaaS, •, Web Design, ","https://app.otta.com//companies/GoDaddy","",""
"GoGuardian ","Ed-Tech software for K-12 schools","B2B, •, Education, •, Childcare, •, SaaS, ","https://app.otta.com//companies/GoGuardian","501-1000","£164"
"henry ","The pocket money app with a card for kids and parents","Fintech, •, B2C, •, Personal finance, •, Kids, ","https://app.otta.com//companies/gohenry","201-500","£54.3"
"Goldbelly ","Curated marketplace for gourmet food and food gifts","B2C, •, Marketplace, •, Food, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/Goldbelly","101-200","£109.1"
"GoodBox ","Contactless donation boxes","Fintech, •, B2B, •, Payments, •, Charity, ","https://app.otta.com//companies/GoodBox","21-100","£13.8"
"GoodCourse ","Text message micro-learning platform","B2B, •, Learning, •, Mobile, ","https://app.otta.com//companies/GoodCourse","",""
"Good Food Institute  ","Non-profit making meat production more secure and sustainable","Sustainability, •, Food, ","https://app.otta.com//companies/Good-Food-Institute-","101-200","£2.5"
"GoodLeap ","Sustainability-focused digital home solutions marketplace","B2C, •, B2B, •, Marketplace, •, Sustainability, •, Home improvement, ","https://app.otta.com//companies/GoodLeap","501-1000","£655.3"
"Good Monday ","Workplace management solutions","B2B, •, Marketplace, •, Internal tools, •, Office, ","https://app.otta.com//companies/Good-Monday","21-100","£5.1"
"GoodTime.io ","Interview scheduling software","B2B, •, Recruitment, •, HR, ","https://app.otta.com//companies/GoodTime-io","21-100","£13.8"
"Google ","Internet-related services and products","B2C, •, Data storage, •, Enterprise, •, Internal tools, ","https://app.otta.com//companies/Google","1001+","£29.7"
"Gooten ","On-demand global manufacturing company","B2B, •, Manufacturing, •, Supply Chain, •, eCommerce, ","https://app.otta.com//companies/Gooten","21-100","£17.8"
"GoPro ","Sells action cameras and video software","B2C, •, Hardware, •, Consumer Goods, ","https://app.otta.com//companies/GoPro","1001+","£236.1"
"Gorgias ","eCommerce customer support helpdesk","B2B, •, Internal tools, •, Customer service, •, SaaS, ","https://app.otta.com//companies/Gorgias","201-500","£34.8"
"GoSquared ","Helping brands engage with customers","B2B, •, Enterprise, •, Marketing, •, Analytics, •, Customer service, •, SaaS, ","https://app.otta.com//companies/GoSquared","",""
"Tenna ","Enabling mobile communications when cell, wifi, and satellite are unavailable","B2C, •, B2B, •, Communication, •, Mobile, •, Telecommunications, ","https://app.otta.com//companies/goTenna","21-100","£33.5"
"GOURMEY ","Sustainable cultivated meat","B2C, •, B2B, •, Sustainability, •, Food, •, Agriculture, ","https://app.otta.com//companies/GOURMEY","21-100","£8.5"
"Government Digital Service ","Unit responsible for digitising the government","B2C, •, B2B, •, Compliance, •, Digital Media, •, Governments, ","https://app.otta.com//companies/Government-Digital-Service","",""
"Grabango ","Checkout-free tech for grocery and convenience stores","Retail, •, B2B, •, Internal tools, •, Productivity, •, Payments, •, SaaS, ","https://app.otta.com//companies/Grabango","21-100","£52.8"
"Gradguide ","Mentorship and recruitment platform for tech graduates","B2C, •, B2B, •, Marketplace, •, Education, •, Recruitment, •, Training, ","https://app.otta.com//companies/Gradguide","1-20","£1.8"
"Gradle Inc. ","Open source build tool for the Java ecosystem","B2B, •, SaaS, •, DevOps, ","https://app.otta.com//companies/Gradle-Inc-","21-100","£43.7"
"GRAIL ","Detect cancer early, when it can be cured","Healthcare, •, B2B, •, Personal health, •, Machine Learning, •, MedTech, ","https://app.otta.com//companies/GRAIL","501-1000","£1486.7"
"GrAI Matter Labs ","Artificial intelligence processors for robotics","B2B, •, Artificial Intelligence, •, Enterprise, •, Analytics, •, Robotics, •, Machine Learning, ","https://app.otta.com//companies/GrAI-Matter-Labs","21-100","£23.8"
"Grand Rounds Health ","Digital healthcare provider ","Healthcare, •, Enterprise, •, Insurance, •, Data Sharing, ","https://app.otta.com//companies/Grand-Rounds-Health","201-500","£284.3"
"Graphcore ","Advanced AI systems and services","B2B, •, Artificial Intelligence, •, Enterprise, •, Deep Tech, •, Computer Vision, •, Machine Learning, •, SaaS, •, Cloud Computing, ","https://app.otta.com//companies/Graphcore","501-1000","£558.8"
"Gravicus ","Data privacy and compliance technology","Artificial Intelligence, •, Data storage, •, SaaS, ","https://app.otta.com//companies/Gravicus","",""
"Gravity Co-Living ","Co-Living","Real Estate, •, Community, ","https://app.otta.com//companies/Gravity-Co-Living","1-20","£1.7"
"Gravy Analytics ","Real-World Location Intelligence","B2B, •, Enterprise, •, Big data, •, Marketing, •, Analytics, •, Location services, •, Business Intelligence, ","https://app.otta.com//companies/Gravy-Analytics","21-100","£22"
"Graze ","Healthy snacks by post and in stores","B2C, •, Retail, •, Lifestyle, •, Food, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/Graze","201-500","£1.1"
"Greenhouse Software ","Helping businesses hire and grow for what's next","B2B, •, Recruitment, •, HR, •, SaaS, ","https://app.otta.com//companies/Greenhouse-Software","501-1000","£90.9"
"Greenpark Sports ","Online gaming platform for sports fans","B2C, •, Gaming, •, eSports, •, Social, •, SaaS, ","https://app.otta.com//companies/Greenpark-Sports","21-100","£43.9"
"Greenwrx ","Powering sustainable environments by leveraging technology for smart collaboration","B2B, •, Marketplace, •, Sustainability, •, SaaS, ","https://app.otta.com//companies/Greenwrx","",""
"Greyparrot ","AI-powered computer vision software for recycling automation","B2B, •, Sustainability, •, Analytics, •, Computer Vision, •, Machine Learning, •, SaaS, ","https://app.otta.com//companies/Greyparrot","1-20","£3.9"
"GRID ","Esports data platform","B2B, •, Gaming, •, eSports, •, SaaS, •, Data Analysis, ","https://app.otta.com//companies/GRID","21-100","£8.2"
"Griffin ","Banking-as-a-service platform pursuing its own bank license","Fintech, •, Banking, ","https://app.otta.com//companies/Griffin","21-100","£9.9"
"Grindr ","Social networking app for gay, bi, trans, and queer people","B2C, •, Marketplace, •, Social, •, Dating, •, Mobile, ","https://app.otta.com//companies/Grindr","101-200","£302.3"
"GRNDHOUSE ","Strength-based online workouts","B2C, •, Lifestyle, •, Fitness, •, Mobile, ","https://app.otta.com//companies/GRNDHOUSE","1-20","£1.5"
"Groove ","Sales engagement platform for enterprises using Salesforce","B2B, •, Enterprise, •, SaaS, •, Automation, •, Sales, ","https://app.otta.com//companies/Groove","101-200","£49.9"
"GroundTruth ","Location-based marketing & advertising platform","B2B, •, Marketing, •, Location services, •, SaaS, •, Advertising, ","https://app.otta.com//companies/GroundTruth","201-500","£110.3"
"Grouper Technology ","Management system for quality assurance","B2B, •, HR, •, Compliance, •, SaaS, ","https://app.otta.com//companies/Grouper-Technology","1-20","£0.4"
"Grove Collaborative ","Subscription service for ethical household products ","B2C, •, Sustainability, •, Home improvement, •, eCommerce, ","https://app.otta.com//companies/Grove-Collaborative","501-1000","£719.3"
"GrowthGenius ","Sales automation platform","B2B, •, Marketing, •, Lead generation, •, SaaS, •, Sales, ","https://app.otta.com//companies/GrowthGenius","21-100","£1.5"
"Growth Kitchen ","Dark kitchen outsourcing for restaurints","Retail, •, B2B, •, Food, •, Logistics, •, Analytics, ","https://app.otta.com//companies/Growth-Kitchen","1-20","£3"
"Growth Tribe ","Learning programs provider","B2C, •, B2B, •, Education, •, Training, •, Learning, •, SaaS, •, eCommerce, ","https://app.otta.com//companies/Growth-Tribe","101-200","£9.1"
"GSK.ai ","AI and Data research hub for healthcare","Healthcare, •, Artificial Intelligence, •, Data storage, •, Big data, •, Machine Learning, •, Data Integration, •, Science, •, MedTech, ","https://app.otta.com//companies/GSK-ai","101-200","£20.9"
"Guardarian ","Cryptocurrency exchange & adoption accelerator","Fintech, •, B2C, •, B2B, •, Cryptocurrency, •, SaaS, •, Web 3.0, ","https://app.otta.com//companies/Guardarian","",""
"Guesty ","Property management software for short-term rentals","Property, •, B2B, •, Real Estate, •, SaaS, ","https://app.otta.com//companies/Guesty","201-500","£90.3"
"Guider ","Enterprise mentoring software","Enterprise, •, HR, •, Internal tools, •, SaaS, ","https://app.otta.com//companies/Guider","21-100","£3.1"
"Guidewire ","Back-end software for P+C insurance industry","B2B, •, Enterprise, •, Insurance, •, SaaS, •, DevOps, •, Cloud Computing, ","https://app.otta.com//companies/Guidewire","1001+","£20.3"
"Guild Education ","Upskilling and education platform for America's workforce","B2B, •, Enterprise, •, Education, •, Training, •, Learning, ","https://app.otta.com//companies/Guild-Education","1001+","£453.6"
"Gumtree.com ","Online local marketplace","B2C, •, Property, •, B2B, •, Marketplace, •, eCommerce, ","https://app.otta.com//companies/Gumtree-com","",""
"Gusto ","Simplifying payroll, benefits and HR.","Fintech, •, B2B, •, HR, •, Accounting, ","https://app.otta.com//companies/Gusto-1","1001+","£578.5"
"Gympass ","Unlimited fitness platform","B2C, •, B2B, •, Fitness, •, Wellbeing, ","https://app.otta.com//companies/Gympass","1001+","£581.6"
"H1 ","Platform connecting healthcare professionals  ","Healthcare, •, B2C, •, B2B, •, Marketplace, •, Recruitment, •, Networking, ","https://app.otta.com//companies/H1","201-500","£239.1"
"Habito ","The online mortgage company","Fintech, •, B2C, •, Mortgages, ","https://app.otta.com//companies/Habito","101-200","£65.7"
"Habu ","Clean room customer data management platform","B2B, •, Privacy, •, Business Intelligence, •, SaaS, •, Data Integration, •, Data Analysis, •, Data Sharing, ","https://app.otta.com//companies/Habu","21-100","£32.8"
"HackerOne ","Provides access to hackers","B2B, •, Enterprise, •, Deep Tech, •, SaaS, •, API, •, Cyber Security, ","https://app.otta.com//companies/HackerOne","1001+","£130.7"
"Hack Partners ","Improving rail through grassroots innovation","B2B, •, Transport, •, Big data, •, Analytics, •, SaaS, ","https://app.otta.com//companies/Hack-Partners","",""
"Hadean ","Enables developers to build powerful cloud-first applications ","B2B, •, Internal tools, •, Deep Tech, ","https://app.otta.com//companies/Hadean","21-100","£9.3"
"Haive Group ","Workforce management solution for drivers and transport companies","B2B, •, Logistics, •, Transport, ","https://app.otta.com//companies/Haive-Group","1-20","£0.1"
"Handshake ","College career network and job board","B2C, •, Recruitment, •, Networking, ","https://app.otta.com//companies/Handshake","501-1000","£355.7"
"Handy ","Connecting customers with household service professionals","B2C, •, Marketplace, •, Home improvement, ","https://app.otta.com//companies/Handy","1001+","£90.8"
"Happiness Foundation ","Research foundation focusing on happiness and wellbeing","B2C, •, Charity, •, Social Impact, •, Wellbeing, ","https://app.otta.com//companies/Happiness-Foundation","",""
"Happy Returns ","eCommerce returns management","B2C, •, B2B, •, Logistics, •, eCommerce, ","https://app.otta.com//companies/Happy-Returns","21-100","£20.7"
"HappySignals ","Experience Management Platform for IT","B2B, •, Enterprise, •, HR, •, Internal tools, •, Productivity, •, SaaS, ","https://app.otta.com//companies/HappySignals","21-100","£4.9"
"Harley Therapy ","Psychotherapy booking platform","B2C, •, B2B, •, Personal health, •, Marketplace, •, Mental health, •, Wellbeing, ","https://app.otta.com//companies/Harley-Therapy","",""
"Harness ","Software delivery tools for engineering teams ","B2B, •, SaaS, •, DevOps, ","https://app.otta.com//companies/Harness","501-1000","£327.8"
"Harper ","Help people take back control of their mental health","Healthcare, •, B2C, •, Biology, ","https://app.otta.com//companies/Harper","",""
"Harry's ","Grooming products sold directly to customers","B2C, •, Retail, •, Lifestyle, •, eCommerce, ","https://app.otta.com//companies/Harrys","501-1000","£388.9"
"HashiCorp ","Cloud-computing infrastructure provider ","B2B, •, Enterprise, •, SaaS, •, Cyber Security, •, Cloud Computing, ","https://app.otta.com//companies/HashiCorp","1001+","£286"
"Hasty.ai ","Automated data labelling for AI","B2B, •, Artificial Intelligence, •, Enterprise, •, Big data, •, Computer Vision, •, Machine Learning, •, Automation, ","https://app.otta.com//companies/Hasty-ai","21-100","£3.2"
"Hatch Enterprise ","Enterprise support organisation","Training, •, Networking, •, Charity, •, Social Impact, •, Community, ","https://app.otta.com//companies/Hatch-Enterprise","",""
"Haven ","Digital mortage platform","Property, •, B2B, •, Marketplace, •, Mortgages, •, Lending, •, Real Estate, ","https://app.otta.com//companies/Haven","1-20","£0.1"
"Haven Technologies ","Advanced insurance platform","B2C, •, Insurance, •, SaaS, ","https://app.otta.com//companies/Haven-Technologies","",""
"Hazel Health ","Remote physical and mental healthcare for students","Healthcare, •, B2C, •, B2B, •, Personal health, •, Education, •, Mental health, •, Wellbeing, ","https://app.otta.com//companies/Hazel-Health","101-200","£27.5"
"HBSUK ","Online virtual triage platform","Healthcare, •, Personal health, •, Productivity, ","https://app.otta.com//companies/HBSUK","",""
"Headspace ","Guided meditations designed to help with stress, focus and sleep","Healthcare, •, B2C, •, B2B, •, Enterprise, •, Fitness, •, Wellbeing, ","https://app.otta.com//companies/Headspace","201-500","£143.8"
"Headway ","Building a new mental healthcare system, rewired for access and affordability","Healthcare, •, B2C, •, Lifestyle, •, Personal health, •, Mental health, •, Social Impact, •, Wellbeing, ","https://app.otta.com//companies/Headway","201-500","£83.6"
"HEALTH at SCALE Technologies ","Machine intelligence for precision care delivery","Healthcare, •, B2B, •, Marketplace, •, Machine Learning, ","https://app.otta.com//companies/HEALTH-at-SCALE-Technologies","21-100","£13.1"
"HealthHero ","Virtual healthcare provider","Healthcare, •, B2B, •, Enterprise, ","https://app.otta.com//companies/HealthHero","201-500","£155.1"
"Health IQ ","Insurance for health conscious individuals","B2C, •, Personal health, •, Insurance, ","https://app.otta.com//companies/Health-IQ","",""
"Healthpath ","Helping people to take charge of their gut health","Healthcare, •, B2C, •, Personal health, •, Nutrition, •, SaaS, ","https://app.otta.com//companies/Healthpath","",""
"HealthVerity ","Data management provider for healthcare companies","Healthcare, •, B2B, •, Privacy, •, SaaS, •, Data Integration, ","https://app.otta.com//companies/HealthVerity","201-500","£116.6"
"Healx ","Drug discovery for rare diseases","Healthcare, •, B2B, •, Artificial Intelligence, •, MedTech, ","https://app.otta.com//companies/Healx","101-200","£55.6"
"Hearsay Systems ","Client engagement solution for financial services","Fintech, •, B2B, •, Enterprise, •, Internal tools, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Hearsay-Systems","201-500","£41.8"
"Heartbeat Health ","Virtual heart care","Healthcare, •, B2C, •, Artificial Intelligence, •, MedTech, ","https://app.otta.com//companies/Heartbeat-Health","21-100","£23.4"
"Hearth ","Home improvement financing","Fintech, •, B2B, •, SaaS, ","https://app.otta.com//companies/Hearth","101-200","£39.2"
"HEAVY.AI ","Big data visualization and analytics platform","B2B, •, Big data, •, Analytics, ","https://app.otta.com//companies/HEAVY-AI","21-100","£75.5"
"Hedgehog ","Own a piece of a city you love","B2C, •, Investing, •, Financial Services, ","https://app.otta.com//companies/Hedgehog","",""
"Heights ","Braincare supplements and resources","B2C, •, Personal health, •, Content, •, Subscription, •, Mental health, •, Consumer Goods, •, Wellbeing, •, Community, •, eCommerce, •, Science, ","https://app.otta.com//companies/Heights","1-20","£1.7"
"Heka ","Employee wellbeing service","Healthcare, •, B2B, •, Marketplace, •, HR, •, SaaS, •, Wellbeing, ","https://app.otta.com//companies/Heka","21-100","£2"
"HeliosX ","Health tech to improve the quality of life","Healthcare, •, B2C, •, Personal health, •, eCommerce, •, MedTech, ","https://app.otta.com//companies/HeliosX","",""
"HelloBetter ","Platform for online psychological courses","B2C, •, B2B, •, Learning, •, Mental health, •, SaaS, •, Wellbeing, ","https://app.otta.com//companies/HelloBetter","21-100","£11.3"
"Hello Heart ","Helping patients track and understand chronic health conditions","Healthcare, •, B2C, •, Artificial Intelligence, •, Mobile, •, Wellbeing, ","https://app.otta.com//companies/Hello-Heart","101-200","£113.2"
"HelloSelf ","Online therapy and life coaching","B2C, •, Artificial Intelligence, •, Mental health, •, SaaS, •, Wellbeing, ","https://app.otta.com//companies/HelloSelf","21-100","£8.5"
"Helpjuice ","Customer support tools","B2B, •, Internal tools, •, Communication, •, Customer service, •, SaaS, ","https://app.otta.com//companies/Helpjuice","",""
"Help Scout ","Customer service platform","B2B, •, Customer service, •, SaaS, ","https://app.otta.com//companies/Help-Scout","201-500","£10.8"
"Helsing ","Artificial intelligence to protect democratic governments","B2B, •, Artificial Intelligence, •, Security, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Helsing","21-100","£88.3"
"Herddle ","Tech-enabled lettings & property management service","Property, •, B2B, •, Real Estate, •, SaaS, •, Mobile, ","https://app.otta.com//companies/Herddle","",""
"Heritage Designer ","Graphic design tool for artistic typography","B2C, •, B2B, •, Design, •, Digital Media, •, Art, •, eCommerce, ","https://app.otta.com//companies/Heritage-Designer","1-20","£1.7"
"Heron Data ","Bank transaction data analytics platform","Fintech, •, B2B, •, Banking, •, Lending, •, Data Analysis, ","https://app.otta.com//companies/Heron-Data","1-20","£0.1"
"Heura Foods ","Plant-based meat alternatives","B2C, •, Retail, •, B2B, •, Sustainability, •, Food, •, Nutrition, ","https://app.otta.com//companies/Heura-Foods","101-200","£17.7"
"heycar ","Used car marketplace","B2C, •, B2B, •, Marketplace, •, Cars, •, eCommerce, ","https://app.otta.com//companies/heycar","",""
"Heyday ","Personalized skincare company ","B2C, •, Retail, •, Personal health, •, Beauty, ","https://app.otta.com//companies/Heyday","101-200","£25.5"
"Heygo ","Live-streaming travel platform","B2C, •, Travel, •, Digital Media, •, Video, ","https://app.otta.com//companies/Heygo","",""
"heyRenee ","Personal care concierge","Healthcare, •, B2C, •, Personal health, ","https://app.otta.com//companies/heyRenee","1-20","£6.8"
"Hibob ","Personal development platform for employees","B2B, •, HR, •, Internal tools, ","https://app.otta.com//companies/Hibob","501-1000","£223.7"
"Highfive ","Video and web conferencing technologies","B2B, •, Communication, •, Video, •, Automation, ","https://app.otta.com//companies/Highfive","1-20","£63.5"
"High Mobility ","Open vehicle data marketplace","B2B, •, Enterprise, •, Marketplace, •, Cars, •, Logistics, •, Big data, •, Internet of Things, •, API, •, Data Analysis, •, Data Sharing, ","https://app.otta.com//companies/High-Mobility","21-100","£3.6"
